RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_LABEL,fractal,half,IA_DWELL_TIME,IA_DWELL_TIME_%
323,18,CS,nowin_fractal.jpg,1,1202,0.3297
323,18,US,nowin_fractal.jpg,1,95,0.0261
323,19,CS,nowin_fractal.jpg,1,1014,0.3666
323,19,US,nowin_fractal.jpg,1,602,0.2176
323,20,CS,nowin_fractal.jpg,1,1795,0.5764
323,20,US,nowin_fractal.jpg,1,0,0
323,21,CS,win_fractal.jpg,2,485,0.1424
323,21,US,win_fractal.jpg,2,112,0.0329
323,22,CS,nowin_fractal.jpg,2,2107,0.6132
323,22,US,nowin_fractal.jpg,2,486,0.1414
323,23,CS,nowin_fractal.jpg,2,3425,0.9716
323,23,US,nowin_fractal.jpg,2,0,0
323,24,CS,win_fractal.jpg,2,1235,0.3612
323,24,US,win_fractal.jpg,2,996,0.2913
323,25,CS,nowin_fractal.jpg,2,3218,0.8894
323,25,US,nowin_fractal.jpg,2,0,0
323,26,CS,win_fractal.jpg,2,874,0.2713
323,26,US,win_fractal.jpg,2,734,0.2278
323,27,CS,win_fractal.jpg,2,746,0.2274
323,27,US,win_fractal.jpg,2,232,0.0707
323,28,CS,nowin_fractal.jpg,2,1336,0.3559
